complaint,language,category,subcategory,department,priority,severity_score,district_type,confidence_label
A large warehouse is being constructed next to the canal despite restrictions.,English,Illegal Construction,Canal Encroachment,Revenue Department,High,84,Rural,High
Construction on panchayat land has continued for weeks without any notice.,English,Illegal Construction,Panchayat Land Encroachment,Revenue Department,Medium,73,Rural,High
The builder has sealed the public passage while expanding the apartment complex.,English,Illegal Construction,Public Land Encroachment,Municipal Corporation,High,85,Urban,High
Please verify the permissions for the new building near Central Library. It looks unauthorized.,English,Illegal Construction,Unauthorized Building,Municipal Corporation,Medium,68,Urban,High
वार्ड 27 में बिना नक्शा स्वीकृत कराए निर्माण कार्य किया जा रहा है।,Hindi,Illegal Construction,Building Plan Violation,Town and Country Planning Department,High,88,Urban,High
गांव की सरकारी जमीन पर अवैध रूप से दुकानें बनाई जा रही हैं।,Hindi,Illegal Construction,Government Land Encroachment,Revenue Department,High,84,Rural,High
नहर के किनारे पक्का निर्माण होने से रास्ता बंद हो गया है।,Hindi,Illegal Construction,Canal Encroachment,Revenue Department,High,82,Rural,High
बस स्टैंड के सामने सड़क पर कब्जा करके भवन बनाया जा रहा है।,Hindi,Illegal Construction,Road Encroachment,Municipal Corporation,High,86,Urban,High
बाजार क्षेत्र में बिना अनुमति नया कॉम्प्लेक्स बनाया जा रहा है।,Hindi,Illegal Construction,Unauthorized Commercial Construction,Municipal Corporation,High,83,Urban,High
सार्वजनिक पार्क की जमीन पर दीवार खड़ी कर दी गई है।,Hindi,Illegal Construction,Public Land Encroachment,Municipal Corporation,Medium,72,Urban,High
आवासीय इलाके में फैक्ट्री का निर्माण हो रहा है।,Hindi,Illegal Construction,Illegal Land Use,Town and Country Planning Department,High,81,Urban,High
तालाब के किनारे अवैध निर्माण से पानी का क्षेत्र कम हो गया है।,Hindi,Illegal Construction,Lake Encroachment,Revenue Department,High,89,Rural,High
ग्राम पंचायत की भूमि पर कई कमरे बना दिए गए हैं।,Hindi,Illegal Construction,Panchayat Land Encroachment,Revenue Department,High,80,Rural,High
वार्ड 2 में मकान का निर्माण सड़क तक बढ़ा दिया गया है।,Hindi,Illegal Construction,Road Encroachment,Municipal Corporation,Medium,71,Urban,High
बिना अनुमति अतिरिक्त मंजिल का निर्माण किया जा रहा है।,Hindi,Illegal Construction,Unauthorized Additional Floors,Town and Country Planning Department,High,87,Urban,High
सरकारी अस्पताल के पास अवैध निर्माण लगातार बढ़ रहा है।,Hindi,Illegal Construction,Unauthorized Building,Municipal Corporation,High,85,Urban,High
खेत की जमीन पर बिना रूपांतरण के बिल्डिंग बनाई जा रही है।,Hindi,Illegal Construction,Illegal Land Use,Revenue Department,High,82,Rural,High
सड़क किनारे फुटपाथ पर स्थायी निर्माण कर दिया गया है।,Hindi,Illegal Construction,Footpath Encroachment,Municipal Corporation,Medium,70,Urban,High
जंगल की भूमि पर अवैध निर्माण शुरू हो गया है।,Hindi,Illegal Construction,Forest Land Encroachment,Forest Department,High,91,Rural,High
गांव के प्रवेश द्वार के पास सार्वजनिक भूमि पर कब्जा किया गया है।,Hindi,Illegal Construction,Public Land Encroachment,Revenue Department,High,79,Rural,High
निर्माण कार्य कई महीनों से चल रहा है लेकिन कोई जांच नहीं हुई।,Hindi,Illegal Construction,Unauthorized Building,Municipal Corporation,Medium,69,Urban,High
Colony ke park ki zameen pe building ban rahi hai.,Hinglish,Illegal Construction,Public Land Encroachment,Municipal Corporation,High,84,Urban,High
Village me govt land pe shops bana di gayi hain.,Hinglish,Illegal Construction,Government Land Encroachment,Revenue Department,High,82,Rural,High
Builder bina map approval ke kaam chalu rakha hua hai.,Hinglish,Illegal Construction,Building Plan Violation,Town and Country Planning Department,High,86,Urban,High
Nadi ke kinare illegal construction ho raha hai.,Hinglish,Illegal Construction,Riverbank Encroachment,Revenue Department,High,89,Rural,High
Road ka aadha hissa cover karke makan bana diya.,Hinglish,Illegal Construction,Road Encroachment,Municipal Corporation,High,83,Urban,High
Panchayat land pe permanent rooms ban gaye hain.,Hinglish,Illegal Construction,Panchayat Land Encroachment,Revenue Department,High,80,Rural,High
Extra floor ka construction bina permission ke chal raha h.,Hinglish,Illegal Construction,Unauthorized Additional Floors,Town and Country Planning Department,High,88,Urban,High
